
LINEST FOR Y,,,LINEST FOR U,,,LINEST FOR V,
=INDEX(LINEST(A14:A7013;B14:B7013;1;1);1;1),=INDEX(LINEST(A14:A7013;B14:B7013;1;1);1;2),,=INDEX(LINEST(D14:D7013;E14:E7013;1;1);1;1),=INDEX(LINEST(D14:D7013;E14:E7013;1;1);1;2),,=INDEX(LINEST(G14:G7013;H14:H7013;1;1);1;1),=INDEX(LINEST(G14:G7013;H14:H7013;1;1);1;2),,
120,112.454,pink,211,200.548,pink,120,113.633,pink,
122,112.454,pink,205,200.548,pink,112,113.633,pink,
117,112.454,pink,210,200.548,pink,117,113.633,pink,
120,112.454,pink,209,200.548,pink,114,113.633,pink,
122,112.454,pink,207,200.548,pink,115,113.633,pink,
119,112.454,pink,207,200.548,pink,114,113.633,pink,
120,112.454,pink,210,200.548,pink,109,113.633,pink,
124,112.454,pink,204,200.548,pink,118,113.633,pink,
121,112.454,pink,206,200.548,pink,113,113.633,pink,
124,112.454,pink,208,200.548,pink,111,113.633,pink,
123,112.454,pink,205,200.548,pink,110,113.633,pink,
122,112.454,pink,204,200.548,pink,108,113.633,pink,
117,112.454,pink,211,200.548,pink,119,113.633,pink,
117,112.454,pink,209,200.548,pink,115,113.633,pink,
117,112.454,pink,209,200.548,pink,120,113.633,pink,
120,112.454,pink,209,200.548,pink,114,113.633,pink,
114,112.454,pink,212,200.548,pink,117,113.633,pink,
121,112.454,pink,206,200.548,pink,114,113.633,pink,
119,112.454,pink,209,200.548,pink,119,113.633,pink,
122,112.454,pink,208,200.548,pink,115,113.633,pink,
121,112.454,pink,208,200.548,pink,113,113.633,pink,
119,112.454,pink,208,200.548,pink,110,113.633,pink,
117,112.454,pink,210,200.548,pink,117,113.633,pink,
120,112.454,pink,208,200.548,pink,118,113.633,pink,
121,112.454,pink,206,200.548,pink,115,113.633,pink,
117,112.454,pink,211,200.548,pink,113,113.633,pink,
117,112.454,pink,207,200.548,pink,108,113.633,pink,
118,112.454,pink,207,200.548,pink,110,113.633,pink,
115,112.454,pink,209,200.548,pink,111,113.633,pink,
111,112.454,pink,212,200.548,pink,122,113.633,pink,
114,112.454,pink,211,200.548,pink,106,113.633,pink,
116,112.454,pink,212,200.548,pink,110,113.633,pink,
118,112.454,pink,207,200.548,pink,102,113.633,pink,
118,112.454,pink,208,200.548,pink,112,113.633,pink,
113,112.454,pink,211,200.548,pink,117,113.633,pink,
110,112.454,pink,213,200.548,pink,122,113.633,pink,
112,112.454,pink,212,200.548,pink,114,113.633,pink,
115,112.454,pink,210,200.548,pink,119,113.633,pink,
116,112.454,pink,209,200.548,pink,115,113.633,pink,
117,112.454,pink,208,200.548,pink,109,113.633,pink,
112,112.454,pink,211,200.548,pink,116,113.633,pink,
111,112.454,pink,214,200.548,pink,117,113.633,pink,
115,112.454,pink,208,200.548,pink,119,113.633,pink,
110,112.454,pink,212,200.548,pink,122,113.633,pink,
116,112.454,pink,213,200.548,pink,124,113.633,pink,
115,112.454,pink,207,200.548,pink,111,113.633,pink,
115,112.454,pink,210,200.548,pink,112,113.633,pink,
116,112.454,pink,208,200.548,pink,111,113.633,pink,
114,112.454,pink,211,200.548,pink,108,113.633,pink,
114,112.454,pink,210,200.548,pink,111,113.633,pink,
113,112.454,pink,213,200.548,pink,119,113.633,pink,
112,112.454,pink,210,200.548,pink,118,113.633,pink,
118,112.454,pink,210,200.548,pink,111,113.633,pink,
118,112.454,pink,211,200.548,pink,114,113.633,pink,
116,112.454,pink,206,200.548,pink,108,113.633,pink,
109,112.454,pink,214,200.548,pink,118,113.633,pink,
109,112.454,pink,215,200.548,pink,115,113.633,pink,
114,112.454,pink,213,200.548,pink,115,113.633,pink,
118,112.454,pink,206,200.548,pink,112,113.633,pink,
116,112.454,pink,209,200.548,pink,110,113.633,pink,
115,112.454,pink,208,200.548,pink,114,113.633,pink,
114,112.454,pink,211,200.548,pink,114,113.633,pink,
113,112.454,pink,209,200.548,pink,110,113.633,pink,
111,112.454,pink,215,200.548,pink,122,113.633,pink,
115,112.454,pink,209,200.548,pink,117,113.633,pink,
112,112.454,pink,209,200.548,pink,111,113.633,pink,
115,112.454,pink,214,200.548,pink,116,113.633,pink,
116,112.454,pink,208,200.548,pink,110,113.633,pink,
117,112.454,pink,209,200.548,pink,113,113.633,pink,
119,112.454,pink,208,200.548,pink,109,113.633,pink,
118,112.454,pink,207,200.548,pink,112,113.633,pink,
112,112.454,pink,210,200.548,pink,115,113.633,pink,
116,112.454,pink,210,200.548,pink,113,113.633,pink,
115,112.454,pink,212,200.548,pink,116,113.633,pink,
116,112.454,pink,210,200.548,pink,108,113.633,pink,
113,112.454,pink,208,200.548,pink,116,113.633,pink,
116,112.454,pink,212,200.548,pink,112,113.633,pink,
115,112.454,pink,210,200.548,pink,112,113.633,pink,
114,112.454,pink,209,200.548,pink,115,113.633,pink,
112,112.454,pink,212,200.548,pink,119,113.633,pink,
116,112.454,pink,211,200.548,pink,118,113.633,pink,
117,112.454,pink,206,200.548,pink,107,113.633,pink,
117,112.454,pink,209,200.548,pink,113,113.633,pink,
118,112.454,pink,208,200.548,pink,118,113.633,pink,
115,112.454,pink,208,200.548,pink,115,113.633,pink,
113,112.454,pink,208,200.548,pink,109,113.633,pink,
113,112.454,pink,213,200.548,pink,113,113.633,pink,
118,112.454,pink,208,200.548,pink,112,113.633,pink,
114,112.454,pink,211,200.548,pink,118,113.633,pink,
115,112.454,pink,210,200.548,pink,113,113.633,pink,
115,112.454,pink,210,200.548,pink,113,113.633,pink,
113,112.454,pink,210,200.548,pink,119,113.633,pink,
116,112.454,pink,208,200.548,pink,114,113.633,pink,
115,112.454,pink,211,200.548,pink,116,113.633,pink,
112,112.454,pink,210,200.548,pink,112,113.633,pink,
115,112.454,pink,209,200.548,pink,113,113.633,pink,
112,112.454,pink,209,200.548,pink,116,113.633,pink,
113,112.454,pink,210,200.548,pink,122,113.633,pink,
112,112.454,pink,213,200.548,pink,124,113.633,pink,
116,112.454,pink,210,200.548,pink,120,113.633,pink,
116,112.454,pink,208,200.548,pink,121,113.633,pink,
116,112.454,pink,210,200.548,pink,118,113.633,pink,
119,112.454,pink,207,200.548,pink,114,113.633,pink,
120,112.454,pink,204,200.548,pink,107,113.633,pink,
116,112.454,pink,208,200.548,pink,107,113.633,pink,
114,112.454,pink,210,200.548,pink,114,113.633,pink,
116,112.454,pink,209,200.548,pink,108,113.633,pink,
115,112.454,pink,210,200.548,pink,110,113.633,pink,
114,112.454,pink,210,200.548,pink,117,113.633,pink,
116,112.454,pink,210,200.548,pink,117,113.633,pink,
119,112.454,pink,208,200.548,pink,116,113.633,pink,
113,112.454,pink,208,200.548,pink,110,113.633,pink,
121,112.454,pink,209,200.548,pink,113,113.633,pink,
118,112.454,pink,206,200.548,pink,101,113.633,pink,
119,112.454,pink,206,200.548,pink,108,113.633,pink,
118,112.454,pink,207,200.548,pink,100,113.633,pink,
116,112.454,pink,208,200.548,pink,105,113.633,pink,
117,112.454,pink,210,200.548,pink,109,113.633,pink,
116,112.454,pink,209,200.548,pink,105,113.633,pink,
116,112.454,pink,210,200.548,pink,112,113.633,pink,
114,112.454,pink,208,200.548,pink,118,113.633,pink,
117,112.454,pink,208,200.548,pink,116,113.633,pink,
118,112.454,pink,206,200.548,pink,116,113.633,pink,
116,112.454,pink,208,200.548,pink,115,113.633,pink,
120,112.454,pink,205,200.548,pink,112,113.633,pink,
111,112.454,pink,213,200.548,pink,123,113.633,pink,
118,112.454,pink,211,200.548,pink,119,113.633,pink,
118,112.454,pink,207,200.548,pink,118,113.633,pink,
119,112.454,pink,204,200.548,pink,109,113.633,pink,
113,112.454,pink,211,200.548,pink,114,113.633,pink,
113,112.454,pink,209,200.548,pink,115,113.633,pink,
117,112.454,pink,209,200.548,pink,115,113.633,pink,
115,112.454,pink,209,200.548,pink,117,113.633,pink,
120,112.454,pink,205,200.548,pink,115,113.633,pink,
114,112.454,pink,208,200.548,pink,118,113.633,pink,
110,112.454,pink,212,200.548,pink,121,113.633,pink,
119,112.454,pink,210,200.548,pink,118,113.633,pink,
120,112.454,pink,203,200.548,pink,106,113.633,pink,
115,112.454,pink,208,200.548,pink,119,113.633,pink,
114,112.454,pink,209,200.548,pink,117,113.633,pink,
113,112.454,pink,212,200.548,pink,118,113.633,pink,
118,112.454,pink,207,200.548,pink,111,113.633,pink,
114,112.454,pink,210,200.548,pink,118,113.633,pink,
118,112.454,pink,205,200.548,pink,119,113.633,pink,
119,112.454,pink,205,200.548,pink,115,113.633,pink,
114,112.454,pink,209,200.548,pink,110,113.633,pink,
121,112.454,pink,207,200.548,pink,116,113.633,pink,
120,112.454,pink,203,200.548,pink,109,113.633,pink,
117,112.454,pink,204,200.548,pink,112,113.633,pink,
117,112.454,pink,209,200.548,pink,119,113.633,pink,
115,112.454,pink,208,200.548,pink,117,113.633,pink,
116,112.454,pink,206,200.548,pink,116,113.633,pink,
115,112.454,pink,209,200.548,pink,110,113.633,pink,
115,112.454,pink,209,200.548,pink,117,113.633,pink,
114,112.454,pink,210,200.548,pink,122,113.633,pink,
118,112.454,pink,207,200.548,pink,108,113.633,pink,
113,112.454,pink,207,200.548,pink,108,113.633,pink,
115,112.454,pink,213,200.548,pink,124,113.633,pink,
116,112.454,pink,207,200.548,pink,115,113.633,pink,
119,112.454,pink,207,200.548,pink,119,113.633,pink,
120,112.454,pink,204,200.548,pink,110,113.633,pink,
112,112.454,pink,209,200.548,pink,114,113.633,pink,
115,112.454,pink,211,200.548,pink,116,113.633,pink,
112,112.454,pink,210,200.548,pink,118,113.633,pink,
118,112.454,pink,210,200.548,pink,111,113.633,pink,
116,112.454,pink,207,200.548,pink,112,113.633,pink,
117,112.454,pink,210,200.548,pink,109,113.633,pink,
117,112.454,pink,207,200.548,pink,108,113.633,pink,
116,112.454,pink,209,200.548,pink,112,113.633,pink,
116,112.454,pink,208,200.548,pink,116,113.633,pink,
120,112.454,pink,206,200.548,pink,115,113.633,pink,
117,112.454,pink,206,200.548,pink,112,113.633,pink,
118,112.454,pink,208,200.548,pink,108,113.633,pink,
115,112.454,pink,208,200.548,pink,113,113.633,pink,
117,112.454,pink,210,200.548,pink,109,113.633,pink,
115,112.454,pink,210,200.548,pink,113,113.633,pink,
113,112.454,pink,212,200.548,pink,116,113.633,pink,
114,112.454,pink,210,200.548,pink,112,113.633,pink,
114,112.454,pink,209,200.548,pink,123,113.633,pink,
117,112.454,pink,210,200.548,pink,112,113.633,pink,
118,112.454,pink,208,200.548,pink,115,113.633,pink,
120,112.454,pink,204,200.548,pink,106,113.633,pink,
115,112.454,pink,210,200.548,pink,118,113.633,pink,
119,112.454,pink,208,200.548,pink,115,113.633,pink,
116,112.454,pink,206,200.548,pink,115,113.633,pink,
118,112.454,pink,209,200.548,pink,115,113.633,pink,
118,112.454,pink,209,200.548,pink,106,113.633,pink,
121,112.454,pink,205,200.548,pink,105,113.633,pink,
116,112.454,pink,208,200.548,pink,116,113.633,pink,
116,112.454,pink,209,200.548,pink,115,113.633,pink,
119,112.454,pink,210,200.548,pink,122,113.633,pink,
117,112.454,pink,205,200.548,pink,108,113.633,pink,
118,112.454,pink,210,200.548,pink,113,113.633,pink,
117,112.454,pink,208,200.548,pink,113,113.633,pink,
112,112.454,pink,209,200.548,pink,115,113.633,pink,
119,112.454,pink,206,200.548,pink,107,113.633,pink,
117,112.454,pink,208,200.548,pink,110,113.633,pink,
118,112.454,pink,208,200.548,pink,109,113.633,pink,
113,112.454,pink,209,200.548,pink,115,113.633,pink,
116,112.454,pink,212,200.548,pink,117,113.633,pink,
119,112.454,pink,210,200.548,pink,117,113.633,pink,
122,112.454,pink,205,200.548,pink,110,113.633,pink,
121,112.454,pink,207,200.548,pink,107,113.633,pink,
119,112.454,pink,207,200.548,pink,105,113.633,pink,
115,112.454,pink,209,200.548,pink,108,113.633,pink,
118,112.454,pink,205,200.548,pink,115,113.633,pink,
118,112.454,pink,207,200.548,pink,118,113.633,pink,
115,112.454,pink,210,200.548,pink,114,113.633,pink,
113,112.454,pink,211,200.548,pink,122,113.633,pink,
114,112.454,pink,211,200.548,pink,119,113.633,pink,
118,112.454,pink,209,200.548,pink,113,113.633,pink,
114,112.454,pink,210,200.548,pink,115,113.633,pink,
114,112.454,pink,211,200.548,pink,113,113.633,pink,
115,112.454,pink,210,200.548,pink,117,113.633,pink,
118,112.454,pink,211,200.548,pink,117,113.633,pink,
117,112.454,pink,209,200.548,pink,110,113.633,pink,
114,112.454,pink,208,200.548,pink,117,113.633,pink,
119,112.454,pink,210,200.548,pink,121,113.633,pink,
116,112.454,pink,207,200.548,pink,118,113.633,pink,
113,112.454,pink,212,200.548,pink,117,113.633,pink,
115,112.454,pink,213,200.548,pink,116,113.633,pink,
118,112.454,pink,208,200.548,pink,117,113.633,pink,
120,112.454,pink,207,200.548,pink,106,113.633,pink,
116,112.454,pink,208,200.548,pink,112,113.633,pink,
118,112.454,pink,207,200.548,pink,118,113.633,pink,
124,112.454,pink,205,200.548,pink,110,113.633,pink,
124,112.454,pink,206,200.548,pink,115,113.633,pink,
119,112.454,pink,206,200.548,pink,118,113.633,pink,
120,112.454,pink,210,200.548,pink,125,113.633,pink,
121,112.454,pink,207,200.548,pink,115,113.633,pink,
120,112.454,pink,206,200.548,pink,118,113.633,pink,
117,112.454,pink,208,200.548,pink,115,113.633,pink,
116,112.454,pink,209,200.548,pink,115,113.633,pink,
123,112.454,pink,208,200.548,pink,113,113.633,pink,
119,112.454,pink,206,200.548,pink,106,113.633,pink,
119,112.454,pink,209,200.548,pink,121,113.633,pink,
124,112.454,pink,206,200.548,pink,113,113.633,pink,
122,112.454,pink,207,200.548,pink,112,113.633,pink,
123,112.454,pink,206,200.548,pink,114,113.633,pink,
122,112.454,pink,204,200.548,pink,115,113.633,pink,
120,112.454,pink,205,200.548,pink,116,113.633,pink,
115,112.454,pink,211,200.548,pink,122,113.633,pink,
122,112.454,pink,207,200.548,pink,113,113.633,pink,
117,112.454,pink,211,200.548,pink,113,113.633,pink,
119,112.454,pink,209,200.548,pink,119,113.633,pink,
122,112.454,pink,205,200.548,pink,115,113.633,pink,
122,112.454,pink,207,200.548,pink,117,113.633,pink,
120,112.454,pink,206,200.548,pink,119,113.633,pink,
122,112.454,pink,207,200.548,pink,121,113.633,pink,
119,112.454,pink,207,200.548,pink,113,113.633,pink,
122,112.454,pink,207,200.548,pink,117,113.633,pink,
115,112.454,pink,209,200.548,pink,116,113.633,pink,
119,112.454,pink,210,200.548,pink,115,113.633,pink,
117,112.454,pink,210,200.548,pink,116,113.633,pink,
119,112.454,pink,208,200.548,pink,119,113.633,pink,
122,112.454,pink,204,200.548,pink,115,113.633,pink,
119,112.454,pink,208,200.548,pink,120,113.633,pink,
121,112.454,pink,207,200.548,pink,110,113.633,pink,
125,112.454,pink,202,200.548,pink,112,113.633,pink,
118,112.454,pink,208,200.548,pink,118,113.633,pink,
119,112.454,pink,205,200.548,pink,113,113.633,pink,
122,112.454,pink,208,200.548,pink,116,113.633,pink,
121,112.454,pink,206,200.548,pink,113,113.633,pink,
113,112.454,pink,209,200.548,pink,124,113.633,pink,
114,112.454,pink,211,200.548,pink,128,113.633,pink,
118,112.454,pink,208,200.548,pink,121,113.633,pink,
117,112.454,pink,209,200.548,pink,122,113.633,pink,
122,112.454,pink,207,200.548,pink,113,113.633,pink,
118,112.454,pink,206,200.548,pink,113,113.633,pink,
120,112.454,pink,211,200.548,pink,113,113.633,pink,
120,112.454,pink,207,200.548,pink,114,113.633,pink,
122,112.454,pink,206,200.548,pink,111,113.633,pink,
117,112.454,pink,209,200.548,pink,119,113.633,pink,
120,112.454,pink,208,200.548,pink,116,113.633,pink,
123,112.454,pink,202,200.548,pink,111,113.633,pink,
116,112.454,pink,210,200.548,pink,123,113.633,pink,
116,112.454,pink,213,200.548,pink,120,113.633,pink,
118,112.454,pink,210,200.548,pink,119,113.633,pink,
120,112.454,pink,206,200.548,pink,115,113.633,pink,
121,112.454,pink,210,200.548,pink,117,113.633,pink,
121,112.454,pink,208,200.548,pink,114,113.633,pink,
123,112.454,pink,204,200.548,pink,112,113.633,pink,
118,112.454,pink,208,200.548,pink,113,113.633,pink,
118,112.454,pink,212,200.548,pink,113,113.633,pink,
120,112.454,pink,208,200.548,pink,118,113.633,pink,
121,112.454,pink,206,200.548,pink,114,113.633,pink,
117,112.454,pink,208,200.548,pink,115,113.633,pink,
117,112.454,pink,213,200.548,pink,117,113.633,pink,
126,112.454,pink,204,200.548,pink,113,113.633,pink,
118,112.454,pink,205,200.548,pink,118,113.633,pink,
119,112.454,pink,211,200.548,pink,112,113.633,pink,
119,112.454,pink,209,200.548,pink,115,113.633,pink,
119,112.454,pink,208,200.548,pink,110,113.633,pink,
118,112.454,pink,211,200.548,pink,119,113.633,pink,
120,112.454,pink,206,200.548,pink,115,113.633,pink,
115,112.454,pink,210,200.548,pink,118,113.633,pink,
116,112.454,pink,213,200.548,pink,119,113.633,pink,
119,112.454,pink,209,200.548,pink,121,113.633,pink,
125,112.454,pink,202,200.548,pink,111,113.633,pink,
120,112.454,pink,206,200.548,pink,111,113.633,pink,
122,112.454,pink,209,200.548,pink,114,113.633,pink,
126,112.454,pink,203,200.548,pink,108,113.633,pink,
120,112.454,pink,201,200.548,pink,109,113.633,pink,
122,112.454,pink,208,200.548,pink,122,113.633,pink,
126,112.454,pink,203,200.548,pink,116,113.633,pink,
119,112.454,pink,208,200.548,pink,112,113.633,pink,
113,112.454,pink,212,200.548,pink,114,113.633,pink,
117,112.454,pink,210,200.548,pink,123,113.633,pink,
121,112.454,pink,208,200.548,pink,117,113.633,pink,
117,112.454,pink,210,200.548,pink,108,113.633,pink,
117,112.454,pink,212,200.548,pink,117,113.633,pink,
116,112.454,pink,211,200.548,pink,115,113.633,pink,
119,112.454,pink,208,200.548,pink,116,113.633,pink,
118,112.454,pink,209,200.548,pink,112,113.633,pink,
121,112.454,pink,209,200.548,pink,114,113.633,pink,
120,112.454,pink,207,200.548,pink,119,113.633,pink,
115,112.454,pink,209,200.548,pink,117,113.633,pink,
117,112.454,pink,209,200.548,pink,118,113.633,pink,
118,112.454,pink,208,200.548,pink,118,113.633,pink,
120,112.454,pink,211,200.548,pink,118,113.633,pink,
119,112.454,pink,208,200.548,pink,114,113.633,pink,
119,112.454,pink,208,200.548,pink,116,113.633,pink,
116,112.454,pink,210,200.548,pink,115,113.633,pink,
119,112.454,pink,210,200.548,pink,117,113.633,pink,
120,112.454,pink,204,200.548,pink,115,113.633,pink,
118,112.454,pink,207,200.548,pink,110,113.633,pink,
112,112.454,pink,209,200.548,pink,117,113.633,pink,
112,112.454,pink,214,200.548,pink,118,113.633,pink,
111,112.454,pink,212,200.548,pink,126,113.633,pink,
114,112.454,pink,211,200.548,pink,113,113.633,pink,
116,112.454,pink,210,200.548,pink,114,113.633,pink,
118,112.454,pink,207,200.548,pink,111,113.633,pink,
113,112.454,pink,208,200.548,pink,111,113.633,pink,
116,112.454,pink,211,200.548,pink,115,113.633,pink,
115,112.454,pink,209,200.548,pink,112,113.633,pink,
118,112.454,pink,209,200.548,pink,111,113.633,pink,
118,112.454,pink,204,200.548,pink,103,113.633,pink,
117,112.454,pink,209,200.548,pink,108,113.633,pink,
114,112.454,pink,209,200.548,pink,120,113.633,pink,
115,112.454,pink,209,200.548,pink,115,113.633,pink,
115,112.454,pink,210,200.548,pink,112,113.633,pink,
117,112.454,pink,209,200.548,pink,112,113.633,pink,
115,112.454,pink,209,200.548,pink,111,113.633,pink,
117,112.454,pink,208,200.548,pink,112,113.633,pink,
114,112.454,pink,206,200.548,pink,113,113.633,pink,
112,112.454,pink,210,200.548,pink,111,113.633,pink,
120,112.454,pink,211,200.548,pink,110,113.633,pink,
119,112.454,pink,205,200.548,pink,106,113.633,pink,
116,112.454,pink,208,200.548,pink,119,113.633,pink,
118,112.454,pink,208,200.548,pink,104,113.633,pink,
113,112.454,pink,209,200.548,pink,114,113.633,pink,
115,112.454,pink,209,200.548,pink,116,113.633,pink,
112,112.454,pink,212,200.548,pink,119,113.633,pink,
116,112.454,pink,210,200.548,pink,121,113.633,pink,
115,112.454,pink,206,200.548,pink,112,113.633,pink,
115,112.454,pink,209,200.548,pink,116,113.633,pink,
115,112.454,pink,209,200.548,pink,112,113.633,pink,
110,112.454,pink,209,200.548,pink,118,113.633,pink,
118,112.454,pink,207,200.548,pink,123,113.633,pink,
114,112.454,pink,210,200.548,pink,120,113.633,pink,
117,112.454,pink,208,200.548,pink,112,113.633,pink,
117,112.454,pink,209,200.548,pink,116,113.633,pink,
119,112.454,pink,206,200.548,pink,105,113.633,pink,
116,112.454,pink,210,200.548,pink,113,113.633,pink,
115,112.454,pink,207,200.548,pink,114,113.633,pink,
115,112.454,pink,209,200.548,pink,111,113.633,pink,
111,112.454,pink,211,200.548,pink,113,113.633,pink,
114,112.454,pink,210,200.548,pink,109,113.633,pink,
119,112.454,pink,210,200.548,pink,116,113.633,pink,
116,112.454,pink,207,200.548,pink,110,113.633,pink,
115,112.454,pink,212,200.548,pink,117,113.633,pink,
119,112.454,pink,205,200.548,pink,107,113.633,pink,
120,112.454,pink,205,200.548,pink,112,113.633,pink,
115,112.454,pink,210,200.548,pink,110,113.633,pink,
115,112.454,pink,209,200.548,pink,103,113.633,pink,
118,112.454,pink,205,200.548,pink,112,113.633,pink,
118,112.454,pink,208,200.548,pink,111,113.633,pink,
110,112.454,pink,212,200.548,pink,109,113.633,pink,
116,112.454,pink,211,200.548,pink,119,113.633,pink,
116,112.454,pink,210,200.548,pink,109,113.633,pink,
112,112.454,pink,212,200.548,pink,118,113.633,pink,
117,112.454,pink,207,200.548,pink,111,113.633,pink,
114,112.454,pink,210,200.548,pink,111,113.633,pink,
114,112.454,pink,212,200.548,pink,113,113.633,pink,
118,112.454,pink,209,200.548,pink,111,113.633,pink,
116,112.454,pink,207,200.548,pink,117,113.633,pink,
115,112.454,pink,209,200.548,pink,118,113.633,pink,
118,112.454,pink,207,200.548,pink,111,113.633,pink,
119,112.454,pink,208,200.548,pink,114,113.633,pink,
120,112.454,pink,207,200.548,pink,112,113.633,pink,
118,112.454,pink,205,200.548,pink,110,113.633,pink,
115,112.454,pink,209,200.548,pink,119,113.633,pink,
116,112.454,pink,210,200.548,pink,113,113.633,pink,
115,112.454,pink,208,200.548,pink,114,113.633,pink,
119,112.454,pink,207,200.548,pink,109,113.633,pink,
117,112.454,pink,204,200.548,pink,113,113.633,pink,
118,112.454,pink,206,200.548,pink,111,113.633,pink,
116,112.454,pink,207,200.548,pink,113,113.633,pink,
120,112.454,pink,205,200.548,pink,109,113.633,pink,
113,112.454,pink,211,200.548,pink,112,113.633,pink,
121,112.454,pink,206,200.548,pink,108,113.633,pink,
121,112.454,pink,205,200.548,pink,106,113.633,pink,
115,112.454,pink,209,200.548,pink,109,113.633,pink,
117,112.454,pink,207,200.548,pink,117,113.633,pink,
117,112.454,pink,208,200.548,pink,110,113.633,pink,
118,112.454,pink,208,200.548,pink,116,113.633,pink,
114,112.454,pink,209,200.548,pink,115,113.633,pink,
120,112.454,pink,207,200.548,pink,109,113.633,pink,
119,112.454,pink,206,200.548,pink,112,113.633,pink,
115,112.454,pink,209,200.548,pink,112,113.633,pink,
111,112.454,pink,212,200.548,pink,116,113.633,pink,
118,112.454,pink,209,200.548,pink,109,113.633,pink,
121,112.454,pink,205,200.548,pink,106,113.633,pink,
118,112.454,pink,206,200.548,pink,108,113.633,pink,
112,112.454,pink,210,200.548,pink,110,113.633,pink,
115,112.454,pink,209,200.548,pink,115,113.633,pink,
114,112.454,pink,208,200.548,pink,114,113.633,pink,
116,112.454,pink,208,200.548,pink,116,113.633,pink,
114,112.454,pink,210,200.548,pink,119,113.633,pink,
111,112.454,pink,213,200.548,pink,114,113.633,pink,
112,112.454,pink,213,200.548,pink,125,113.633,pink,
118,112.454,pink,210,200.548,pink,115,113.633,pink,
111,112.454,pink,210,200.548,pink,116,113.633,pink,
114,112.454,pink,211,200.548,pink,118,113.633,pink,
118,112.454,pink,209,200.548,pink,112,113.633,pink,
118,112.454,pink,207,200.548,pink,108,113.633,pink,
119,112.454,pink,204,200.548,pink,110,113.633,pink,
118,112.454,pink,206,200.548,pink,114,113.633,pink,
119,112.454,pink,204,200.548,pink,112,113.633,pink,
115,112.454,pink,206,200.548,pink,116,113.633,pink,
113,112.454,pink,211,200.548,pink,114,113.633,pink,
115,112.454,pink,210,200.548,pink,115,113.633,pink,
115,112.454,pink,209,200.548,pink,111,113.633,pink,
114,112.454,pink,207,200.548,pink,120,113.633,pink,
113,112.454,pink,208,200.548,pink,118,113.633,pink,
115,112.454,pink,209,200.548,pink,115,113.633,pink,
115,112.454,pink,209,200.548,pink,115,113.633,pink,
119,112.454,pink,206,200.548,pink,117,113.633,pink,
114,112.454,pink,207,200.548,pink,116,113.633,pink,
111,112.454,pink,209,200.548,pink,121,113.633,pink,
116,112.454,pink,210,200.548,pink,110,113.633,pink,
119,112.454,pink,208,200.548,pink,114,113.633,pink,
118,112.454,pink,203,200.548,pink,110,113.633,pink,
114,112.454,pink,207,200.548,pink,116,113.633,pink,
114,112.454,pink,209,200.548,pink,122,113.633,pink,
115,112.454,pink,208,200.548,pink,111,113.633,pink,
117,112.454,pink,207,200.548,pink,113,113.633,pink,
118,112.454,pink,206,200.548,pink,112,113.633,pink,
115,112.454,pink,206,200.548,pink,114,113.633,pink,
115,112.454,pink,210,200.548,pink,125,113.633,pink,
118,112.454,pink,205,200.548,pink,118,113.633,pink,
116,112.454,pink,207,200.548,pink,120,113.633,pink,
115,112.454,pink,208,200.548,pink,119,113.633,pink,
109,112.454,pink,209,200.548,pink,123,113.633,pink,
116,112.454,pink,211,200.548,pink,122,113.633,pink,
119,112.454,pink,207,200.548,pink,118,113.633,pink,
117,112.454,pink,204,200.548,pink,114,113.633,pink,
115,112.454,pink,207,200.548,pink,120,113.633,pink,
116,112.454,pink,206,200.548,pink,117,113.633,pink,
114,112.454,pink,208,200.548,pink,114,113.633,pink,
114,112.454,pink,210,200.548,pink,119,113.633,pink,
116,112.454,pink,206,200.548,pink,117,113.633,pink,
112,112.454,pink,212,200.548,pink,122,113.633,pink,
112,112.454,pink,210,200.548,pink,122,113.633,pink,
112,112.454,pink,209,200.548,pink,123,113.633,pink,
117,112.454,pink,206,200.548,pink,114,113.633,pink,
113,112.454,pink,209,200.548,pink,111,113.633,pink,
116,112.454,pink,211,200.548,pink,122,113.633,pink,
114,112.454,pink,208,200.548,pink,119,113.633,pink,
116,112.454,pink,208,200.548,pink,114,113.633,pink,
117,112.454,pink,208,200.548,pink,113,113.633,pink,
118,112.454,pink,205,200.548,pink,113,113.633,pink,
117,112.454,pink,207,200.548,pink,113,113.633,pink,
115,112.454,pink,207,200.548,pink,113,113.633,pink,
122,112.454,pink,205,200.548,pink,110,113.633,pink,
118,112.454,pink,206,200.548,pink,118,113.633,pink,
116,112.454,pink,204,200.548,pink,115,113.633,pink,
115,112.454,pink,209,200.548,pink,116,113.633,pink,
113,112.454,pink,210,200.548,pink,120,113.633,pink,
115,112.454,pink,209,200.548,pink,115,113.633,pink,
115,112.454,pink,211,200.548,pink,117,113.633,pink,
113,112.454,pink,209,200.548,pink,114,113.633,pink,
117,112.454,pink,209,200.548,pink,117,113.633,pink,
115,112.454,pink,208,200.548,pink,119,113.633,pink,
115,112.454,pink,210,200.548,pink,120,113.633,pink,
122,112.454,pink,203,200.548,pink,111,113.633,pink,
113,112.454,pink,207,200.548,pink,114,113.633,pink,
120,112.454,pink,210,200.548,pink,115,113.633,pink,
118,112.454,pink,205,200.548,pink,115,113.633,pink,
122,112.454,pink,207,200.548,pink,112,113.633,pink,
114,112.454,pink,205,200.548,pink,111,113.633,pink,
